"Link","Title","ID","Author","Created","Closed","Votes","ItemType","Status"
"http://connect.microsoft.com/SQLServer/feedback/details/683291/","Maint Plan does not recognize COLUMNSTORE indexes as an index type that cannot receive an ONLINE REBUILD","683291","William Assaf","8/7/2011","09/09/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/687002/","SQL Server generates fatal exception when attempting to update a calculated column with +=","687002","Marc Jellinek","9/2/2011","09/09/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/687331/","Typo on Transact-SQL Reference Security Statements Documentation Page","687331","David Solomon - Metis","9/5/2011","09/09/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/485312/","SSMS in SQLCMD mode","485312","Raj-More","8/26/2009","09/09/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/687015/","MDS: HMT: Bulk Upload: PnLMbrSetFunctionSMSG- Record not flagged red when Business Rules fail a record","687015","rperla","9/2/2011","09/09/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/687012/","HMT: OPEX Bulk Upload: Delete: After Clicking on Delete Icon, with out any Confirmation records are deleting.","687012","rperla","9/2/2011","09/09/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/684216/","@@servername returns NULL in a localdb instance","684216","Erland  Sommarskog","8/15/2011","09/09/2011","3","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/416115/","An error occurred during client rendering.  The value '-1' is invalid.  Valid values are between '0' and '3'.","416115","Michael Ballard","2/18/2009","09/02/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/525153/","SSRS 2008 subscription MS Word rendered attachment named inconsistently","525153","BillVo","1/15/2010","09/02/2011","3","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/275086/","CDW suggests new databases be located in installation directory, even when server default is elsewhere","275086","Erland  Sommarskog","5/1/2007","09/02/2011","6","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/686606/","SQL Server Denali -- Assertion error when UDF is called [without specifying schema owner]","686606","Shahryar G. Hashemi","9/1/2011","09/02/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/680233/","Juneau does not open XML data in new TAB from select statement.","680233","Jamie Downs","7/21/2011","09/02/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/686241/","Data Quality Service (DQS) does not install on a case sensitive (CS) database","686241","Peter_Tran","8/30/2011","09/02/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/684556/","Crescent Rpt (CTP3) is not functioning properly.  When filtering, contribution is showing as '0' for any category.","684556","IdahoGal1","8/17/2011","09/02/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/635547/","DB options on RO secondary are modifiable. Should that be the case?","635547","SQLDBAs","1/11/2011","09/02/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/680838/","[Denali SSIS] Value selected for date parameter is not recognised as a valid value","680838","Jamie Thomson","7/26/2011","09/02/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/680453/","MSCIS-BI, CTP3, BOL has invalid captured screen, misleading information","680453","scyrus","7/22/2011","09/02/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/682704/","SQL 11 CTP 3 - Insufficient memory in resource pool","682704","tomlucas_synthesis","8/2/2011","09/02/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/650155/","DML runtime error within transaction causes deadlock","650155","Kingsley Faulkner","3/8/2011","09/02/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/680301/","Denali CTP3 SSMS Error Message Click doesn't return to error line","680301","DrNetwork","7/21/2011","09/02/2011","3","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/681853/","SSMS CTP3 table view columns less than previous versions","681853","Peter11111","7/29/2011","09/02/2011","3","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/683925/","Error when marking as a date table in BISM","683925","yann_78","8/12/2011","09/02/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/685150/","Problem SSIS multicast component.","685150","Chernobrivec","8/23/2011","08/26/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/650155/","DML runtime error within transaction causes deadlock","650155","Kingsley Faulkner","3/8/2011","09/02/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/680301/","Denali CTP3 SSMS Error Message Click doesn't return to error line","680301","DrNetwork","7/21/2011","09/02/2011","3","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/681853/","SSMS CTP3 table view columns less than previous versions","681853","Peter11111","7/29/2011","09/02/2011","3","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/683925/","Error when marking as a date table in BISM","683925","yann_78","8/12/2011","09/02/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/685150/","Problem SSIS multicast component.","685150","Chernobrivec","8/23/2011","08/26/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/562025/","[SSMS] Using brackets turns off green color-coding (2)","562025","Jamie Thomson","5/27/2010","08/26/2011","5","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/665258/","Print Color/Monocrome Bug on Report Builder 3.0","665258","luckysean1979","4/27/2011","08/26/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/434448/","Toggle Causes Last Group Footer on a Page to Disappear (have reproducible rdl)","434448","dmlenz","4/22/2009","08/26/2011","3","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/683946/","SSMS (Denali CTP3): Pinned document will be opened in a separate SSMS instance","683946","Urs.Meili","8/12/2011","08/26/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/621959/","Denali SSIS Data Correction object not working when changed default shared path during installation","621959","Arjan Fraaij","11/15/2010","08/26/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/684922/","ROWS CURRENT ROW incorrectly described in the topic for OVER","684922","Erland  Sommarskog","8/20/2011","08/26/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/432548/","Extended Events RingBuffer Partial Event Data when RingBuffer is Full","432548","Jonathan Kehayias","4/14/2009","08/26/2011","7","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/636207/","SSMS Denali: Menu key does not keep context menu open in table designer","636207","Jan Ku?era","1/14/2011","08/26/2011","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/492480/","Incorrect width for datetime2 in text mode","492480","Erland  Sommarskog","9/27/2009","08/26/2011","12","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/433679/","SQL Server 2005 Management Studio crashes when open a view with a ranking function in design","433679","aaalex","4/20/2009","08/26/2011","3","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/682864/","Error occurs while Publishing changes for some entities (inconsistently) through Excel Addin","682864","Trevor Iwaszuk","8/3/2011","08/26/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/681325/","MDS Change free-form attribute to Domain-based","681325","Lolita Broka","7/28/2011","08/26/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/551380/","Scatter chart displays data that should be at 0,0 at 1,0","551380","Lars-Erik Aabech","4/15/2010","08/26/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/650856/","SQL DENALI raisses ""Arithmetic operation failed"" error when using OFFSET clause with row constructor","650856","coltuszyk","3/11/2011","08/26/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/545194/","Charts - Calculated series formatting bug (Mean and Median)","545194","Doug J Williams","3/28/2010","08/26/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/684869/","The ""sys.server_file_audits (Transact-SQL)"" page in 2008R2 and 2008 BOL has the [max_file_size] field description incorrect. ","684869","E25FFAB7-A81E-4C9E-8E03-D4DDF0389C06","8/19/2011","08/19/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/558754/","Powerpivot (final release) existing farm installation error - could not load assembly","558754","WSantos","5/12/2010","08/19/2011","16","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/564578/","BOL: HierarchyId sample has parent/child reversed in IsDescendantOf call","564578","Don Vilen","6/1/2010","08/19/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/483631/","Ctrl+Shift+L shortcut not working","483631","Jon_Adams45","8/18/2009","08/19/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/417568/","SSMS : registered server loses ""friendly name"" and state on refresh","417568","AaronBertrand","2/24/2009","08/19/2011","4","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/268634/","Non-critical annoyance: Dialog Boxes Appear Off Screen","268634","31C1EA5D-C224-429D-9646-D3A371A693FE","4/6/2007","08/19/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/652065/","SQL Azure Reporting fails to connect to SQL Azure Server when the server name is specified with capital letters","652065","Lito Damiani","3/17/2011","08/19/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/679581/","SSMS Denali CTP 3 - COLUMNSTORE keyword in CREATE INDEX is not recognized by intellisense","679581","Phil Brammer","7/15/2011","08/19/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/473673/","Unable to change SQL service password in case of domain account.","473673","Chandrasekhar T","7/10/2009","08/19/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/542454/","Failure in SQL Server 2008 Management Studio Express installation","542454","Renato Person","3/16/2010","08/19/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/683684/","Validate partition query in Tabular model in BIDS fails if columns have been renamed","683684","GregGalloway","8/10/2011","08/19/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/679581/","SSMS Denali CTP 3 - COLUMNSTORE keyword in CREATE INDEX is not recognized by intellisense","679581","Phil Brammer","7/15/2011","08/19/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/473673/","Unable to change SQL service password in case of domain account.","473673","Chandrasekhar T","7/10/2009","08/19/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/542454/","Failure in SQL Server 2008 Management Studio Express installation","542454","Renato Person","3/16/2010","08/19/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/683684/","Validate partition query in Tabular model in BIDS fails if columns have been renamed","683684","GregGalloway","8/10/2011","08/19/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/682251/","SSMS crashes when switching to Spatial Results tab","682251","tanoshimi","7/29/2011","08/19/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/684036/","Incorrect documentation for sp_describe_first_result_set","684036","Greg Low - Australia","8/12/2011","08/19/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/651780/","SQL dumps when calling a procedure that uses a table-valued parameter with large amounts of data, a distributed transaction, and a is trace running","651780","SteveNiemitz","3/16/2011","08/19/2011","13","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/648258/","Extended Events does not track insert statements","648258","Andrew_Butenko","2/28/2011","08/19/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/683229/","Denali CTP3 - BIDS - SSIS-Package - (Save copy of ...) - Formatting and annotation lost ","683229","Berthold Neumann","8/6/2011","08/19/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/684086/","Incorrect date format in the topic for CREATE CERTIFICATE","684086","Erland  Sommarskog","8/14/2011","08/19/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/683928/","Incorrect state secondary instance in AlwaysOn CTP3","683928","tkawata","8/12/2011","08/19/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/523085/","Inconsistent results using coalesce to populate smallint variables from a table on a linked server","523085","tdennis","1/4/2010","08/19/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/626767/","Hierarchy.CurrentMember throwing AdomdServer.AdomdException for non-default perspective","626767","Hari Sudan","12/1/2010","08/19/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/660747/","Multi-Server Query Execution bug during parsing","660747","Flair","4/13/2011","08/12/2011","4","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/683800/","[BOL DENALI] Example script for columnstore indexes doesn't work","683800","Sankar Reddy","8/10/2011","08/12/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/558639/","SQL Server 2008 R2 failed to install on Windows 7 Professional","558639","joe20001","5/12/2010","08/12/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/680835/","Issues specifying options when ALTERing a FileTable","680835","Lenni Lobel","7/26/2011","08/12/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/681123/","[Denali BOL]: Errors in PARSE() topic","681123","Ana Mihalj","7/27/2011","08/12/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/679761/","EOMONTH BOL error","679761","DavidLean","7/18/2011","08/12/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/368702/","quotename returns null when input is longer than 140 characters","368702","Dustin Andrews","9/19/2008","08/12/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/683010/","SQL Denali CTP 3 -- Unable to install on a Windows 2008 R2 Failover Cluster with existing SQL 2008/SQL 2008 R2 instances","683010","Shahryar G. Hashemi","8/4/2011","08/12/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/241901/","Copying packages results in duplicate package GUIDs and enclosed task GUIDs","241901","Phil Brammer","11/30/2006","08/12/2011","33","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/513265/","SSRS 2008 image rendered too small i PDF when used as a marker in a line chart ","513265","LadySQLBI","11/22/2009","08/12/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/683153/","MSDN sys.dm_exec_requests help page shows incorrect command","683153","Dave Metzger","8/5/2011","08/12/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/658003/","wrong level cardinalities ","658003","Andreas Lipphardt [BonaVista Systems]","4/7/2011","08/12/2011","3","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/679801/","Denali CTP3 SSRS Data Alerts - Does not seem to allow for Cross culture support in IE","679801","Robert Edgson","7/18/2011","08/12/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/682473/","Error encountered when setting up DB Mirroring via UI Wizard","682473","MSSales Dev","7/31/2011","08/12/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/505064/","SQL 2005 Standard logging event 18056 and rejecting connnections","505064","sh-beta","10/28/2009","08/12/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/668753/","sys.dm_io_virtual_file_stats gives size_on_disk_bytes = 0 for all databases in SQL DENALI","668753","coltuszyk","5/16/2011","08/12/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/542648/","[SSRS] Me.Value & Page Footer","542648","Krp42","3/17/2010","08/12/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/496600/","[SSRS] In some circumstances Me.Value no longer works in SSRS2008 SP1","496600","Jamie Thomson","10/8/2009","08/12/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/434019/","ssrs 2008 sp1 me.value in font color expression fails when expression in page header","434019","Nigel Rivett","4/21/2009","08/12/2011","4","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/680652/","DQS Matching Clustring Policy Fails","680652","Gerald_Schinagl","7/25/2011","08/12/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/646892/","Default Tahoma font does not render on default screen font-size","646892","William Vaughn","2/24/2011","08/12/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/635176/","Directory compression rule is not revalidated when expected","635176","Dmitry Mashkov [MSFT]","1/8/2011","08/05/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/578542/","Unpivot error with DT_NTEXT column in SSIS Dataflow","578542","SCHManesh","7/26/2010","08/05/2011","4","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/467760/","AS2008 calculation script / unary operator causes AS to run out of memory.","467760","collargoal","6/17/2009","08/05/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/680582/","Tempdb files directories incorrect during the Setup","680582","Jean-Nicolas BERGER","7/24/2011","08/05/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/660673/","UPDATE with varchar(max) variable","660673","Kancleris","4/13/2011","08/05/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/648829/","SQL Server Scripts Wizard omits USE statement on 2nd and subsequent files when using 'file per object' option","648829","rcampbellwhite","3/2/2011","08/05/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/679571/","Drag and Drop Object Name containing spaces does not wrap object name in brackets","679571","Darren Myher","7/15/2011","08/05/2011","8","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/308050/","MSFT: EDW - CDC state is not maintained when database is detached.","308050","EDWDev","11/1/2007","08/05/2011","4","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/636515/","Configuration Manager allows changes on inactive node without a warning message","636515","dsmith-ServiceU","1/17/2011","08/05/2011","3","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/680081/","geography::EnvelopeAggregate EntryPointNotFoundException","680081","Gaskina","7/20/2011","08/05/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/525048/","Cannot enroll instance in my UCP.  The collection sets o the specified instance .. must be stopped however they are stopped","525048","Julie Bartelheim - Senior SO","1/14/2010","08/05/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/634024/","Management Studio's ""Shrink File"" Form calculates Filestream Filegroup size as -2147483648% when size is 0.00MB","634024","Emre Aydinceren","12/30/2010","08/05/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/680411/","DQS: Knowledge Discovery Fails on Views","680411","Gerald_Schinagl","7/22/2011","08/05/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/577391/","SSMS Intellisense incorrectly reports that RENAME is not a valid event in a SQL Server 2008 database trigger","577391","John Paul Cook","7/22/2010","08/05/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/676293/","After trigger on table with a foreign key relationship and cascading delete showing an error message.","676293","BradS3","6/21/2011","08/05/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/614130/","Intellisense doesn't work with CAST","614130","Simon Sabin","10/16/2010","08/05/2011","25","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/357261/","Intellisense incorrectly identifies an error in XML query","357261","navogel","7/22/2008","08/05/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/665513/","Data-tier Application cannot upgrade when add new fields to existing table","665513","AvPyro","4/28/2011","08/05/2011","3","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/679178/","New SSIS Package Execution Proxy missing checkbox","679178","DarrenHughes","7/12/2011","07/29/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/524184/","""Save As"" shows wrong name in tab (Management Studio 2005)","524184","thisisfutile1","1/10/2010","07/29/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/680624/","Matching Policy only uses Text-based Domains in Rules","680624","Gerald_Schinagl","7/25/2011","07/29/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/570340/","Analysis Services 2008 - Unable to obtain the current member... error","570340","DevExpress Support","6/24/2010","07/29/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/680038/","TRY_PARSE throws an error when using '0' and numeric data type","680038","SQL_Menace","7/20/2011","07/29/2011","5","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/549608/","Formatting of dimension properties uses regional settings from server","549608","Lars Gr?neng1","4/8/2010","07/29/2011","3","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/650071/","Problem in Generate Ssript from sql server 2008 management studio (Sequence for the object is not functionaing automatically)","650071","Kamran Shahid","3/7/2011","07/29/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/673984/","SSMS: Assembly Properites: Assembly Owner Not Displayed","673984","JediSQL","6/3/2011","07/29/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/664676/","a simple calculated measure works much slower than a physical measure","664676","yurypa","4/25/2011","07/29/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/678806/","sp_refreshsqlmodule generates irrelevant error message about transaction","678806","AaronBertrand","7/7/2011","07/29/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/311781/","Report Viewer in ASP.NET - Subreport page 2 goes back to Main report page 2 on paging ","311781","Rob Reynolds (FerventCoder)","11/21/2007","07/29/2011","6","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/679760/","PARSE function error","679760","adisapir","7/18/2011","07/29/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/540056/","BUG: Flat File Connection Manager: multiple-character text qualifier does not load all data","540056","jwb","3/8/2010","07/29/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/679612/","[Denali SSIS] Cannot set a parameter value from an environment variable due to faulty UI","679612","Jamie Thomson","7/16/2011","07/29/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/667824/","A full-text query that uses CONTAINS with the ""OR"" operator takes a long time to run in SQL Server 2008 R2","667824","Guilherme Oliveira Lima Rudnitzki","5/10/2011","07/29/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/284757/","Katmai : DAC not supported in SSMS","284757","AaronBertrand","6/28/2007","07/29/2011","4","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/646448/","Browse for data source no longer shows hidden folders in 2008 R2","646448","Robert Heinig II","2/23/2011","07/29/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/585688/","The multi-valued parameter could not be populated correctly after clicking the link sent out by email subscription in sharepoint integration","585688","PeterZhuLang","8/11/2010","07/29/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/641176/","Tutorial Instruction Incorrect","641176","Wayne Snyder","2/3/2011","07/22/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/636190/","Denali Setup failure","636190","Dmitry Mashkov [MSFT]","1/14/2011","07/22/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/680001/","Literials [sic] In SQL Server Books Online Index","680001","CouldYouMakeHelpingYouAnyMorePainful","7/19/2011","07/22/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/519396/","Issues on PowerPivot workbooks created with a Regional Settings other than the current one","519396","Marco Russo","12/9/2009","07/22/2011","4","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/671423/","Disable Full Text Indexing on Document Properties such as Title, Author - SQL Server 2005","671423","Ramakrishnan S","5/29/2011","07/22/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/657610/","divided by zero","657610","mmoskit","4/6/2011","07/22/2011","4","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/668540/","Unnecessary sort operation for insert into clustered index with NEWSEQUENTIALID() key.","668540","Martin Smith","5/14/2011","07/22/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/679304/","The Sandbox cube either does not exist or has not been processed.","679304","TRBRAN","7/13/2011","07/22/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/586069/","HideDuplicates causes export to PDF to fail","586069","MikeMOD","8/13/2010","07/22/2011","5","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/531255/","Unable to create SQL Projects or open 2005 SQL Projects with SSMS 2008 R2","531255","Harold","2/5/2010","07/22/2011","3","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/383649/","Ssms try save results file more than 97 MB return Exception of type 'System.OutOfMemoryException' was thrown. (mscorlib)","383649","Marcelo Andretto","11/24/2008","07/22/2011","0","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/525245/","MSIT - PowerPivot - Issue Moving Slicers on Excel Worksheet with 4 PowerPivot Charts","525245","Alex Porter","1/15/2010","07/22/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/259780/","Scripting a database creates a script that throws errors","259780","jmcgeathy","2/23/2007","07/22/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/253349/","EnumProcesses cannot enumerate all the active connections existed on a database","253349","-Charles Wang-","1/22/2007","07/22/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/677365/","DOC: Clarify the expiration date field of certificates impact on TDE","677365","way0utwest","6/28/2011","07/22/2011","4","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/618435/","ReportViewer does not export PDF correctly for wingdings fonts","618435","ausadmin","10/31/2010","07/22/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/645692/","Creating trigger failed silently in SQL Server 2005 / 2008","645692","NKcVE","2/21/2011","07/15/2011","3","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/640242/","Error in search condition to CONTAINS in a variable is not trappable in local scope","640242","Erland  Sommarskog","1/29/2011","07/15/2011","5","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/484787/","There is insufficient system memory in resource pool 'internal' to run this query.","484787","Ramdas Baghel","8/23/2009","07/15/2011","10","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/362549/","MSFT - Maddog: SSMS complains about missing index when it's using that index","362549","moody31415","8/19/2008","07/15/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/664691/","Documnetation missing on new columns in dm_sql_referencing_entities","664691","Erland  Sommarskog","4/25/2011","07/15/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/587395/","Improve allocations of remainders for all allocation types","587395","Steven Jonckheere","8/19/2010","07/15/2011","7","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/465372/","SQL Server Management Studio IntelliSense not working for subqueries on table-valued functions","465372","jhhhj","6/8/2009","07/15/2011","7","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/666050/","[Denali SSMS] : If you disable IntelliSense, query windows incorrectly show it as enabled","666050","AaronBertrand","5/1/2011","07/15/2011","1","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/651847/","SQL 2008 R2 Cluster setup failing with ""Failed to update registry settings for SQL Server Network Interfaces""","651847","shoeboy","3/16/2011","07/15/2011","2","Bug","Closed"
"http://connect.microsoft.com/SQLServer/feedback/details/556095/","IntelliSense alerts on table variable in a stored procedure as invalid data type","556095","walkair","4/30/2010","07/15/2011","1","Bug","Closed"
